member_id,name,age,club,gender,weight_class,entry_total,session_number,session_platform,meet
33,Karla Leon,33,Annex Weightlifting Open,Male,314kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Meaghan Callahan,33,Queens Barbell Open,Male,591kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
29,Taylor Fetzer,29,Unaffiliated,Male,465kg,163,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
17,Allison Rebustillo,17,TEAM OMNIA,Male,131kg,180,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
17,Autumn Sands,40,Lion Chaser Barbell,Male,40kg,179,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
39,Megan Munsell,39,Unaffiliated,Male,162kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
39,Challen Schleh,39,"Marin Heavy Athletics W35, Open",Male,300kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
69,Laura Meador,43,Unaffiliated,Female,40kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Alexa Snyder,32,1Kilo Open,Male,218kg,195,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Celia Montgomery,27,ALPHA BARBELL Open,Male,330kg,185,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
34,Kaylee Montero,34,"Bexar Barbell TXOK, Open",Male,538kg,180,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
30,Amanda Mcb,30,Bexar Barbell Open,Male,638kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
29,Talley Halvorson,27,Bexar Barbell Open,Male,27kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
30,Jeanna Mullen,30,"Bexar Barbell TXOK, Open",Male,453kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
25,Juliet Aguilar,71,"Bobcat Barbell TXOK, Open",Male,71kg,173,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
449,Jake Langer,17,"Iron Brotherhood Open,",Male,94+kg,180,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Richard Lucio,38,Unaffiliated,Male,35kg,205,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
41,Melquiades Villalobos,19,"Sanctuary Barbell M40, Open",Male,19kg,198,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
41,Alexander Lewis-Koskinen,41,"THE SPORTS PALACE M40, Open",Male,309kg,176,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
45,Cody Looney,45,"Wolf Pack Weightlifting M45, MIL, MILMM, Open",Male,532kg,185,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Jason Long,52,Unaffiliated,Male,50kg,200,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,David Ehresmann,67,"Spoon Barbell Club M65, Open, TXOK M65, TXOK",Male,65kg,143,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
25,Daniel Pina,25,Bobcat Barbell TXOK,Male,274kg,220,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Brandon Guerrero,27,TXOK,Male,110kg,190,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Giovani Jonenson,33,Anchored and Risen Barbell Club TXOK,Male,575kg,100,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Mirna Orellana,35,Unaffiliated,Male,489kg,128,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
320,Veronica Partridge,35,"No Te Rajes Barbell TXOK W35, TXOK, W35, Open",Female,35kg,120,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Cindy Collazo,35,Unaffiliated,Male,332kg,112,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Annmarie Swanson,46,"Bexar Barbell W45, Open",Female,45kg,85,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
57,Zara Williams,57,"BlueWave Weightlifting TXOK W55, TXOK, W55, Open",Male,690kg,121,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
13,Deborah Strobel,13,"Pure Health Barbell TXOK W65, TXOK, W65, Open",Female,65kg,96,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Shelby Williams,33,Strong Weightlifting TXOK,Male,691kg,123,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
22,Riley Williams,22,TEXAS BARBELL CLUB TXOK,Male,306kg,100,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
24,Angela Glass,24,Austin Barbell TXOK,Male,101kg,90,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Richard Watkins,38,Unaffiliated,Male,35kg,230,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Daniel Swank,30,"Group III Barbell M40, Open",Male,40kg,235,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Blake Atwell,32,Unaffiliated,Male,31kg,244,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
21,Samuel Sissman,21,"Houston Weightlifting Academy Open, TXOK",Male,163kg,240,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
26,Miguel Kinser,26,"BlueWave Weightlifting Open, TXOK",Male,405kg,235,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Robert Crowl,32,"Bexar Barbell MIL, Open, TXOK",Male,457kg,230,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
28,Harry Hull,28,"No Te Rajes Barbell Open, TXOK",Male,678kg,230,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
161,Kaydence Moss,16,Waco Barbell TXOK,Male,77+kg,125,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Amy Haberstich,37,"Moran Academy W35, Open",Female,35kg,110,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
44,Meghan Campion,92,"Mach 1 Barbell W40, Open",Male,92kg,124,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
40,Naomi Narcisse,40,"Wear The Crown Barbell MIL, MILMW, TXOK W40, TXOK, W40, Open",Male,120kg,120,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
40,Kathryn North,40,Unaffiliated,Male,526kg,118,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
44,Maria Mcclelland,44,"Mach 1 Barbell MIL, MILMW, W40, Open",Male,109kg,90,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
49,Jennifer Fournier,49,"Sanctuary Barbell W45, Open",Male,327kg,105,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Bethany Morillo,52,"Seven Pound Lifting W50, Open",Female,50kg,85,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Ulla Datta,62,Unaffiliated,Female,60kg,66,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
29,Kelsey Cook,29,Plano Weightlifting TXOK,Male,160kg,124,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
34,Sarah Smith,8,Pure Health Barbell TXOK,Male,8kg,110,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Caitlyn Woolcott-Rose,30,Heroic Barbell Open,Male,86kg,110,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Danielle Mize,35,Unaffiliated,Male,400kg,146,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
37,Elizabeth Paller,37,"No Te Rajes Barbell TXOK W35, TXOK, W35, Open",Male,493kg,145,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
38,Abby Boon,38,"Pure Health Barbell MIL, MILMW, TXOK W35, TXOK, W35, Open",Male,280kg,140,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Erika Evans,35,"Austin Barbell MIL, MILMW, TXOK W35, TXOK, W35, Open",Male,430kg,140,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
485,Sarah Grant,42,"Annex Weightlifting W40, Open",Female,40kg,130,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
399,Nataliya Malyutina,49,"Bars And Roses TXOK W45, TXOK, W45, Open",Female,45kg,135,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
456,Kristina Teel,54,"The Strength Shack W50, Open",Female,50kg,134,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
22,Michele Grelotti,20,Unaffiliated,Male,20kg,145,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Celina Lesa,30,Unaffiliated,Male,86kg,138,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
28,Hailey Malicoat,28,"Hunger in the Wild TXOK, Open",Male,154kg,138,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
26,Luke Madden,26,Unaffiliated,Male,407kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Alexander Nordstrom,27,POWER AND GRACE PERFORMANCE. Open,Male,484kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Zachary Brown,29,Unaffiliated,Male,31kg,255,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
30,Eugene Lee,30,"Spoon Barbell Club Open, TXOK",Male,397kg,255,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Devante Jones,32,Grow or Die Barbell Open,Male,165kg,250,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Antonio Butler,27,PHILADELPHIA BARBELL Open,Male,613kg,250,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
26,Lukas Sherrard,41,"Austin Barbell Open, TXOK",Male,41kg,245,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Whitney Shaw,35,"Lupo Barbell Club W35, Open",Male,136kg,155,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Amanda Shirley,95,"Atlas Weightlifting Club W35, Open",Female,35kg,150,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
38,Jordan Taylor,38,"Strong Weightlifting TXOK W35, TXOK, W35, Open",Male,374kg,128,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Ruthanne Brock,27,TEXAS BARBELL CLUB TXOK,Male,31kg,133,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Carolyn Matous,27,Unaffiliated,Male,281kg,165,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
24,Maria Rodriguez,24,Hungry dog barbell Open,Male,553kg,145,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
30,Allison Lynch,30,"Strong Weightlifting TXOK, Open",Male,279kg,140,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
34,Daniella Laset,34,Barbell Control Open,Male,639kg,132,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
28,Arianna Injeian,28,Unaffiliated,Male,662kg,132,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
128,Ck Cone,35,"Stonehenge Weightlifting TXOK W35, TXOK, W35, Open",Female,35kg,150,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
40,Erin Becker,77,"Standard Strength W40, Open",Male,77kg,163,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
44,Amanda Cann,44,"Lupo Barbell Club W40, Open",Male,220kg,161,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
40,Alycia Mosley,67,"FULL CIRCLE PERFORMANCE MIL, MILMW, W40, Open",Male,67kg,150,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
41,Sarah Hendrix,41,Unaffiliated,Male,194kg,146,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Kara Bullard,11,Iron Legacy Weightlifting Open,Male,11kg,160,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Jami Jackson,82,Unaffiliated,Male,82kg,160,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Ashantai Ellis,32,"MOB Barbell TXOK, Open",Male,86kg,160,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Erin Traylor,85,"Wolfe Strength TXOK, Open",Male,85kg,155,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Alyissa Wilson,27,Pacific Weightlifting Open,Male,521kg,155,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
37,Adam Hagerman,28,"TEXAS BARBELL CLUB M35, Open, TXOK M35, TXOK",Male,28kg,230,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
620,Neal Coker,39,"Stonehenge Weightlifting M35, Open, TXOK M35, TXOK",Male,35kg,215,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
37,Eric Carlos,37,"Strong Weightlifting M35, Open, TXOK M35, TXOK",Male,403kg,210,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
675,Yong Jo,39,"Stonehenge Weightlifting TXOK M35, TXOK",Male,35kg,190,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
565,Enrique Banda,45,"TEXAS BARBELL CLUB M45, Open, TXOK M45, TXOK",Male,45kg,180,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
308,Michael Alchus,50,"Built By Becker Weightlifting Club M50, Open",Male,50kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
28,Ares Benitez,28,TXOK,Male,593kg,234,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
29,Alexander Bosco,29,BlueWave Weightlifting TXOK,Male,103kg,223,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
348,Kaia Jacobs,16,Unaffiliated,Male,77+kg,185,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
36,Candace Hughes,36,"Wear The Crown Barbell TXOK W35, TXOK, W35, Open",Male,242kg,210,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
86,Kathrine Cross,90,"FORNEY BARBELL CLUB TXOK W35, TXOK, W35, Open",Female,35kg,197,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Amanda Cook,43,"CALAVERA BARBELL W40, Open",Female,40kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Deborah Doran,33,"Rising Tide Weightlifting TXOK, Open",Male,470kg,200,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Jaime Ding,32,BARBARIAN BARBELL CLUB Open,Male,555kg,185,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
26,Emily Roberts,26,Providence Barbell Club Open,Male,415kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Sydney Collins,44,Providence Barbell Club Open,Male,44kg,175,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
34,Sara Molz,63,"TEXAS BARBELL CLUB TXOK, Open",Male,63kg,171,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
570,Clair Callahan,18,Unaffiliated,Male,86+kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
527,Kimberlee Douglas,44,"Catalyst Masters W40, Open",Female,40kg,205,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Sydney Wesberry,32,"BlueWave Weightlifting TXOK, Open",Male,31kg,191,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Kristen Dudley,31,Unaffiliated,Male,276kg,176,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
25,Jamie Pearce,25,"TEXAS BARBELL CLUB TXOK, Open",Male,197kg,170,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Hannah Vo,33,Providence Barbell Club Open,Male,173kg,165,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
32,Tasha Roach,32,"Spoon Barbell Club TXOK, Open",Male,221kg,165,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
35,Jean Jr.,35,"Barbender Academy M35, Open",Male,386kg,290,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
37,Zachary Mayer,37,"Ironside Weightlifting M35, Open",Male,672kg,285,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
38,Ernest Reyna,38,"Ferus Barbell M35, Open, TXOK M35, TXOK",Male,360kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
36,Melvin Jensen,36,"Bexar Barbell M35, Open, TXOK M35, TXOK",Male,530kg,251,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
34,Devon Kell,34,Ironside Weightlifting Open,Male,137kg,310,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
110,Dustin Baranowski,58,Unaffiliated,Male,110kg,290,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
26,Jackson Faller,26,Team Strength Works Open,Male,387kg,280,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
25,Cooper Johnson,25,Barbender Academy Open,Male,337kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
29,Bekdoolot Rasulbekov,24,Marin Heavy Athletics Open,Male,24kg,360,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
28,Jabo Nguyen,28,Unaffiliated,Male,642kg,310,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
31,Kenderic Mcmillian,23,Unaffiliated,Male,31kg,300,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
27,Joshua Cruz,27,Pacific Weightlifting Open,Male,564kg,300,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
33,Dylan Bergschneider,33,Unaffiliated,Male,608kg,290,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
22,Xander Parsons,25,"Pure Health Barbell Open, TXOK",Male,25kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
21,Ian Graham,21,Beyond The Barbell Open,Male,347kg,260,,,"2025 Virus Weightlifting Series 2, Powered by Rogue Fitness"
